heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,8,3,2026,4.0,20.0,25.0,9.871,19.04,21.904,0.1095,0.136,0.1,0.713,0.0,0.0,5.287,0,0.1674,0.1032
1,8,3,2026,4.0,20.0,25.0,9.575,19.749,0.0,0.0386,0.0,0.1,0.086,0.0,0.0,5.091,0,0.1458,0.086
2,8,3,2026,4.0,20.0,25.0,8.19,20.177,0.0,0.1578,0.0,0.1,0.508,0.0,0.0,4.451,0,0.1601,0.1002
3,8,3,2026,4.0,20.0,25.0,7.064,19.861,22.42,0.0401,0.213,0.1,0.003,0.0,0.0,4.555,0,0.2206,0.1357
4,8,3,2026,4.0,20.0,25.0,6.306,19.98,0.0,0.0,0.0,0.1,0.088,0.0,0.0,4.357,0,0.1951,0.1093
5,8,3,2026,4.0,20.0,25.0,8.18,19.47,11.761,0.1916,0.0,0.1,0.39,0.0,0.0,3.841,0,0.2377,0.1429
6,8,3,2026,4.0,20.0,25.0,7.812,21.079,0.0,0.3402,0.105,0.209,0.499,0.0,0.0,3.207,0,0.2266,0.129
7,8,3,2026,4.0,20.0,25.0,8.244,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,1.851,0,0.2025,0.1192
8,8,3,2026,4.0,20.0,25.0,7.351,20.462,40.824,1.0,0.198,0.717,1.981,0.741,0.0,0.0,0,0.2212,0.1329
9,8,3,2026,4.0,20.0,25.0,8.459,21.803,0.0,0.8033,0.0,0.53,1.58,2.11,0.0,0.0,1,0.2196,0.1403
10,8,3,2026,4.0,20.0,25.0,8.96,21.376,113.654,0.5788,0.81,1.815,1.006,2.011,0.0,0.0,1,0.2126,0.117
11,8,3,2026,4.0,20.0,25.0,9.415,21.613,346.144,0.3289,2.022,2.226,0.994,1.198,0.0,0.0,0,0.2199,0.1302
12,8,3,2026,4.0,20.0,25.0,10.911,21.463,544.831,0.1712,3.253,1.004,0.501,0.0,0.0,1.659,0,0.2114,0.1302
13,8,3,2026,4.0,20.0,25.0,12.65,22.055,530.013,0.1152,3.36,1.09,0.729,0.0,0.0,3.124,0,0.2138,0.1316
14,8,3,2026,4.0,20.0,25.0,14.541,22.212,550.988,0.3351,3.325,1.174,0.459,0.0,0.0,4.731,0,0.2196,0.136
15,8,3,2026,4.0,20.0,25.0,16.519,22.572,520.689,0.2253,3.075,0.1,1.148,0.0,0.0,6.465,0,0.2189,0.1264
16,8,3,2026,4.0,20.0,25.0,17.269,22.194,434.33,0.2455,2.408,1.463,0.542,0.0,0.0,6.848,0,0.2175,0.1299
17,8,3,2026,4.0,20.0,25.0,18.41,21.771,323.396,0.6809,1.944,1.481,1.038,0.0,0.0,6.244,0,0.2177,0.1283
18,8,3,2026,4.0,20.0,25.0,17.548,21.779,150.388,0.8859,0.894,1.409,1.389,0.0,0.0,4.24,0,0.179,0.1139
19,8,3,2026,4.0,20.0,25.0,16.652,21.081,19.07,0.761,0.052,1.513,1.589,0.0,0.0,1.029,0,0.1772,0.1056
20,8,3,2026,4.0,20.0,25.0,17.176,20.606,35.992,0.6522,0.309,1.456,1.41,1.58,0.0,0.0,0,0.1575,0.0946
21,8,3,2026,4.0,20.0,25.0,14.492,21.208,73.362,0.5331,0.311,0.1,1.201,0.99,0.0,0.0,0,0.1619,0.0981
22,8,3,2026,4.0,20.0,25.0,11.902,20.63,0.0,0.4415,0.0,0.1,1.013,1.113,0.0,0.0,0,0.1841,0.1039
23,8,3,2026,4.0,20.0,25.0,12.756,20.302,0.0,0.2095,0.0,2.241,0.295,2.536,0.0,0.0,1,0.1851,0.1137
