heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,6,3,2026,4.0,20.0,25.0,12.671,19.04,21.904,0.1095,0.136,0.1,0.713,0.0,0.0,5.287,0,0.1674,0.1032
1,6,3,2026,4.0,20.0,25.0,12.275,19.749,0.0,0.0386,0.0,0.1,0.086,0.0,0.0,5.091,0,0.1458,0.086
2,6,3,2026,4.0,20.0,25.0,10.99,20.177,0.0,0.1578,0.0,0.1,0.508,0.0,0.0,4.451,0,0.1601,0.1002
3,6,3,2026,4.0,20.0,25.0,10.164,19.861,22.42,0.0401,0.213,0.1,0.003,0.0,0.0,4.555,0,0.2206,0.1357
4,6,3,2026,4.0,20.0,25.0,8.806,19.98,0.0,0.0,0.0,0.1,0.088,0.0,0.0,4.357,0,0.1951,0.1093
5,6,3,2026,4.0,20.0,25.0,10.78,19.47,11.761,0.1916,0.0,0.1,0.39,0.0,0.0,3.841,0,0.2377,0.1429
6,6,3,2026,4.0,20.0,25.0,10.012,21.079,0.0,0.3402,0.105,0.209,0.499,0.0,0.0,3.207,0,0.2266,0.129
7,6,3,2026,4.0,20.0,25.0,10.744,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,1.851,0,0.2025,0.1192
8,6,3,2026,4.0,20.0,25.0,10.251,20.462,38.024,1.0,0.182,0.694,1.981,0.735,0.0,0.0,0,0.2212,0.1329
9,6,3,2026,4.0,20.0,25.0,12.359,21.803,2.072,0.8033,0.0,0.415,1.58,1.995,0.0,0.0,1,0.2196,0.1403
10,6,3,2026,4.0,20.0,25.0,13.26,21.376,141.954,0.5788,0.98,1.727,1.006,1.753,0.0,0.0,0,0.2126,0.117
11,6,3,2026,4.0,20.0,25.0,13.615,21.613,216.544,0.3289,1.244,2.087,0.994,1.837,0.0,0.0,1,0.2199,0.1302
12,6,3,2026,4.0,20.0,25.0,14.511,21.463,357.831,0.1712,2.131,0.989,0.501,0.0,0.0,0.608,0,0.2114,0.1302
13,6,3,2026,4.0,20.0,25.0,15.75,22.055,289.013,0.1152,1.914,1.082,0.729,0.0,0.0,0.706,0,0.2138,0.1316
14,6,3,2026,4.0,20.0,25.0,16.241,22.212,286.988,0.3351,1.741,1.16,0.459,0.0,0.0,0.821,0,0.2196,0.136
15,6,3,2026,4.0,20.0,25.0,17.519,22.572,302.289,0.2253,1.764,0.1,1.148,0.0,0.0,1.311,0,0.2189,0.1264
16,6,3,2026,4.0,20.0,25.0,17.569,22.194,280.83,0.2455,1.487,1.387,0.542,0.0,0.0,0.846,0,0.2175,0.1299
17,6,3,2026,4.0,20.0,25.0,18.51,21.771,217.396,0.6809,1.308,1.423,1.038,0.349,0.0,0.0,0,0.2177,0.1283
18,6,3,2026,4.0,20.0,25.0,17.548,21.779,83.088,0.8859,0.49,1.347,1.389,2.246,0.0,0.0,1,0.179,0.1139
19,6,3,2026,4.0,20.0,25.0,16.652,21.081,8.37,0.761,0.0,1.482,1.589,3.072,0.0,0.0,1,0.1772,0.1056
20,6,3,2026,4.0,20.0,25.0,17.276,20.606,35.992,0.6522,0.309,1.41,1.41,2.512,0.0,0.0,1,0.1575,0.0946
21,6,3,2026,4.0,20.0,25.0,15.092,21.208,73.362,0.5331,0.311,0.1,1.201,0.99,0.0,0.0,0,0.1619,0.0981
22,6,3,2026,4.0,20.0,25.0,13.902,20.63,0.0,0.4415,0.0,0.1,1.013,1.113,0.0,0.0,0,0.1841,0.1039
23,6,3,2026,4.0,20.0,25.0,14.456,20.302,0.0,0.2095,0.0,2.204,0.295,2.499,0.0,0.0,1,0.1851,0.1137
