heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,5,3,2026,4.0,20.0,25.0,11.071,19.04,21.904,0.1095,0.136,0.739,0.713,0.0,0.0,4.614,0,0.2124,0.1302
1,5,3,2026,4.0,20.0,25.0,11.175,19.749,0.0,0.0386,0.0,0.517,0.086,0.0,0.0,3.978,0,0.1908,0.113
2,5,3,2026,4.0,20.0,25.0,9.49,20.177,0.0,0.1578,0.0,0.572,0.508,0.0,0.0,2.841,0,0.2051,0.1272
3,5,3,2026,4.0,20.0,25.0,8.664,19.861,22.42,0.0401,0.213,0.688,0.003,0.0,0.0,2.339,0,0.2206,0.1357
4,5,3,2026,4.0,20.0,25.0,7.606,19.98,0.0,0.0,0.0,0.827,0.088,0.0,0.0,1.375,0,0.1951,0.1093
5,5,3,2026,4.0,20.0,25.0,9.28,19.47,11.761,0.1916,0.0,0.779,0.39,0.0,0.0,0.145,0,0.2377,0.1429
6,5,3,2026,4.0,20.0,25.0,8.312,21.079,0.0,0.3402,0.105,0.848,0.499,1.104,0.0,0.0,0,0.2266,0.129
7,5,3,2026,4.0,20.0,25.0,8.144,20.701,0.0,0.6991,0.099,0.456,1.286,1.644,0.0,0.0,0,0.2025,0.1192
8,5,3,2026,4.0,20.0,25.0,7.151,20.462,43.024,1.0,0.212,0.9,1.981,2.67,0.0,0.0,1,0.2212,0.1329
9,5,3,2026,4.0,20.0,25.0,9.359,21.803,64.672,0.8033,0.314,0.955,1.58,2.222,0.0,0.0,1,0.2196,0.1403
10,5,3,2026,4.0,20.0,25.0,11.26,21.376,266.954,0.5788,1.73,1.206,1.006,0.482,0.0,0.0,0,0.2126,0.117
11,5,3,2026,4.0,20.0,25.0,12.215,21.613,398.544,0.3289,2.336,1.458,0.994,0.116,0.0,0.0,0,0.2199,0.1302
12,5,3,2026,4.0,20.0,25.0,14.011,21.463,541.531,0.1712,3.233,1.019,0.501,0.0,0.0,1.626,0,0.2114,0.1302
13,5,3,2026,4.0,20.0,25.0,16.15,22.055,513.813,0.1152,3.263,1.022,0.729,0.0,0.0,3.063,0,0.1688,0.1046
14,5,3,2026,4.0,20.0,25.0,17.441,22.212,527.488,0.3351,3.184,1.138,0.459,0.0,0.0,4.57,0,0.1746,0.109
15,5,3,2026,4.0,20.0,25.0,18.919,22.572,454.289,0.2253,2.676,0.213,1.148,0.0,0.0,5.82,0,0.1739,0.0994
16,5,3,2026,4.0,20.0,25.0,18.569,22.194,303.13,0.2455,1.621,1.212,0.542,0.0,0.0,5.679,0,0.1725,0.1029
17,5,3,2026,4.0,20.0,25.0,19.51,21.771,288.196,0.6809,1.733,1.225,1.038,0.0,0.0,5.122,0,0.1727,0.1013
18,5,3,2026,4.0,20.0,25.0,18.148,21.779,135.388,0.8859,0.804,1.148,1.389,0.0,0.0,3.298,0,0.179,0.1139
19,5,3,2026,4.0,20.0,25.0,16.852,21.081,14.07,0.761,0.022,1.227,1.589,0.0,0.0,0.356,0,0.1772,0.1056
20,5,3,2026,4.0,20.0,25.0,17.076,20.606,35.992,0.6522,0.309,1.16,1.41,1.923,0.0,0.0,1,0.1575,0.0946
21,5,3,2026,4.0,20.0,25.0,14.392,21.208,73.362,0.5331,0.311,0.775,1.201,1.665,0.0,0.0,0,0.1619,0.0981
22,5,3,2026,4.0,20.0,25.0,12.902,20.63,0.0,0.4415,0.0,0.688,1.013,1.702,0.0,0.0,0,0.2291,0.1309
23,5,3,2026,4.0,20.0,25.0,13.556,20.302,0.0,0.2095,0.0,1.477,0.295,1.772,0.0,0.0,0,0.2301,0.1407
