heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,12,3,2026,4.0,20.0,25.0,8.371,19.04,21.904,0.1095,0.136,0.264,0.713,0.0,0.0,5.114,0,0.2124,0.1302
1,12,3,2026,4.0,20.0,25.0,7.975,19.749,0.0,0.0386,0.0,0.12,0.086,0.0,0.0,4.896,0,0.1908,0.113
2,12,3,2026,4.0,20.0,25.0,6.69,20.177,0.0,0.1578,0.0,0.159,0.508,0.0,0.0,4.194,0,0.2051,0.1272
3,12,3,2026,4.0,20.0,25.0,6.164,19.861,22.42,0.0401,0.213,0.203,0.003,0.0,0.0,4.201,0,0.2206,0.1357
4,12,3,2026,4.0,20.0,25.0,4.906,19.98,0.0,0.0,0.0,0.37,0.088,0.0,0.0,3.719,0,0.1951,0.1093
5,12,3,2026,4.0,20.0,25.0,6.68,19.47,11.761,0.1916,0.0,0.283,0.39,0.0,0.0,3.011,0,0.2377,0.1429
6,12,3,2026,4.0,20.0,25.0,5.612,21.079,0.0,0.3402,0.105,0.4,0.499,0.0,0.0,2.175,0,0.2266,0.129
7,12,3,2026,4.0,20.0,25.0,5.644,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,0.82,0,0.2025,0.1192
8,12,3,2026,4.0,20.0,25.0,4.951,20.462,57.024,1.0,0.296,0.925,1.981,1.832,0.0,0.0,1,0.2212,0.1329
9,12,3,2026,4.0,20.0,25.0,7.159,21.803,78.072,0.8033,0.394,0.737,1.58,1.923,0.0,0.0,1,0.2196,0.1403
10,12,3,2026,4.0,20.0,25.0,8.56,21.376,295.954,0.5788,1.904,1.232,1.006,0.334,0.0,0.0,0,0.2126,0.117
11,12,3,2026,4.0,20.0,25.0,9.715,21.613,443.544,0.3289,2.606,1.568,0.994,0.0,0.0,0.042,0,0.2199,0.1302
12,12,3,2026,4.0,20.0,25.0,11.311,21.463,591.331,0.1712,3.532,0.977,0.501,0.0,0.0,1.992,0,0.2114,0.1302
13,12,3,2026,4.0,20.0,25.0,12.55,22.055,390.813,0.1152,2.525,1.034,0.729,0.0,0.0,2.716,0,0.1688,0.1046
14,12,3,2026,4.0,20.0,25.0,12.541,22.212,361.488,0.3351,2.188,1.121,0.459,0.0,0.0,3.293,0,0.1746,0.109
15,12,3,2026,4.0,20.0,25.0,13.619,22.572,384.489,0.2253,2.257,0.1,1.148,0.0,0.0,4.252,0,0.1739,0.0994
16,12,3,2026,4.0,20.0,25.0,12.569,22.194,300.33,0.2455,1.604,1.185,0.542,0.0,0.0,4.122,0,0.1725,0.1029
17,12,3,2026,4.0,20.0,25.0,13.51,21.771,210.896,0.6809,1.269,1.277,1.038,0.0,0.0,3.022,0,0.1727,0.1013
18,12,3,2026,4.0,20.0,25.0,12.648,21.779,106.088,0.8859,0.628,1.221,1.389,0.0,0.0,0.936,0,0.179,0.1139
19,12,3,2026,4.0,20.0,25.0,11.852,21.081,20.37,0.761,0.06,1.319,1.589,1.96,0.0,0.0,1,0.1772,0.1056
20,12,3,2026,4.0,20.0,25.0,12.476,20.606,35.992,0.6522,0.309,1.255,1.41,2.357,0.0,0.0,1,0.1575,0.0946
21,12,3,2026,4.0,20.0,25.0,10.492,21.208,73.362,0.5331,0.311,0.217,1.201,1.107,0.0,0.0,0,0.1619,0.0981
22,12,3,2026,4.0,20.0,25.0,9.702,20.63,0.0,0.4415,0.0,0.1,1.013,1.113,0.0,0.0,0,0.2291,0.1309
23,12,3,2026,4.0,20.0,25.0,10.756,20.302,0.0,0.2095,0.0,1.823,0.295,2.118,0.0,0.0,1,0.2301,0.1407
