heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,2,3,2026,4.0,20.0,25.0,8.971,19.04,21.904,0.1095,0.136,0.104,0.713,0.0,0.0,5.282,0,0.1674,0.1032
1,2,3,2026,4.0,20.0,25.0,9.075,19.749,0.0,0.0386,0.0,0.1,0.086,0.0,0.0,5.086,0,0.1458,0.086
2,2,3,2026,4.0,20.0,25.0,7.79,20.177,0.0,0.1578,0.0,0.1,0.508,0.0,0.0,4.446,0,0.1601,0.1002
3,2,3,2026,4.0,20.0,25.0,7.164,19.861,22.42,0.0401,0.213,0.1,0.003,0.0,0.0,4.55,0,0.2206,0.1357
4,2,3,2026,4.0,20.0,25.0,6.306,19.98,0.0,0.0,0.0,0.129,0.088,0.0,0.0,4.322,0,0.1951,0.1093
5,2,3,2026,4.0,20.0,25.0,7.88,19.47,11.761,0.1916,0.0,0.1,0.39,0.0,0.0,3.806,0,0.2377,0.1429
6,2,3,2026,4.0,20.0,25.0,6.812,21.079,0.0,0.3402,0.105,0.25,0.499,0.0,0.0,3.129,0,0.2266,0.129
7,2,3,2026,4.0,20.0,25.0,7.144,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,1.773,0,0.2025,0.1192
8,2,3,2026,4.0,20.0,25.0,6.051,20.462,39.024,1.0,0.188,0.893,1.981,1.003,0.0,0.0,0,0.2212,0.1329
9,2,3,2026,4.0,20.0,25.0,7.959,21.803,50.372,0.8033,0.228,0.641,1.58,1.993,0.0,0.0,1,0.2196,0.1403
10,2,3,2026,4.0,20.0,25.0,9.76,21.376,228.654,0.5788,1.5,1.428,1.006,0.934,0.0,0.0,0,0.2126,0.117
11,2,3,2026,4.0,20.0,25.0,10.715,21.613,378.144,0.3289,2.214,1.755,0.994,0.535,0.0,0.0,0,0.2199,0.1302
12,2,3,2026,4.0,20.0,25.0,12.311,21.463,529.531,0.1712,3.161,0.981,0.501,0.0,0.0,1.594,0,0.2114,0.1302
13,2,3,2026,4.0,20.0,25.0,15.25,22.055,505.813,0.1152,3.215,1.052,0.729,0.0,0.0,2.956,0,0.2138,0.1316
14,2,3,2026,4.0,20.0,25.0,16.141,22.212,530.488,0.3351,3.202,1.138,0.459,0.0,0.0,4.481,0,0.2196,0.136
15,2,3,2026,4.0,20.0,25.0,17.519,22.572,493.289,0.2253,2.91,0.1,1.148,0.0,0.0,6.059,0,0.2189,0.1264
16,2,3,2026,4.0,20.0,25.0,17.469,22.194,408.33,0.2455,2.252,1.252,0.542,0.0,0.0,6.495,0,0.2175,0.1299
17,2,3,2026,4.0,20.0,25.0,18.21,21.771,296.396,0.6809,1.782,1.307,1.038,0.0,0.0,5.903,0,0.2177,0.1283
18,2,3,2026,4.0,20.0,25.0,16.948,21.779,118.088,0.8859,0.7,1.29,1.389,0.0,0.0,3.82,0,0.179,0.1139
19,2,3,2026,4.0,20.0,25.0,15.652,21.081,9.67,0.761,0.0,1.39,1.589,0.0,0.0,0.683,0,0.1772,0.1056
20,2,3,2026,4.0,20.0,25.0,15.476,20.606,35.992,0.6522,0.309,1.325,1.41,1.777,0.0,0.0,0,0.1575,0.0946
21,2,3,2026,4.0,20.0,25.0,12.892,21.208,73.362,0.5331,0.311,0.204,1.201,1.094,0.0,0.0,0,0.1619,0.0981
22,2,3,2026,4.0,20.0,25.0,11.202,20.63,0.0,0.4415,0.0,0.114,1.013,1.128,0.0,0.0,0,0.1841,0.1039
23,2,3,2026,4.0,20.0,25.0,12.056,20.302,0.0,0.2095,0.0,1.956,0.295,2.251,0.0,0.0,1,0.1851,0.1137
