heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,11,3,2026,4.0,20.0,25.0,12.071,19.04,21.904,0.1095,0.136,0.1,0.713,0.0,0.0,5.287,0,0.1674,0.1032
1,11,3,2026,4.0,20.0,25.0,12.175,19.749,0.0,0.0386,0.0,0.1,0.086,0.0,0.0,5.091,0,0.1458,0.086
2,11,3,2026,4.0,20.0,25.0,11.09,20.177,0.0,0.1578,0.0,0.1,0.508,0.0,0.0,4.451,0,0.1601,0.1002
3,11,3,2026,4.0,20.0,25.0,10.464,19.861,22.42,0.0401,0.213,0.1,0.003,0.0,0.0,4.555,0,0.2206,0.1357
4,11,3,2026,4.0,20.0,25.0,9.806,19.98,0.0,0.0,0.0,0.1,0.088,0.0,0.0,4.357,0,0.1951,0.1093
5,11,3,2026,4.0,20.0,25.0,11.78,19.47,11.761,0.1916,0.0,0.1,0.39,0.0,0.0,3.841,0,0.2377,0.1429
6,11,3,2026,4.0,20.0,25.0,10.912,21.079,0.0,0.3402,0.105,0.209,0.499,0.0,0.0,3.207,0,0.2266,0.129
7,11,3,2026,4.0,20.0,25.0,10.844,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,1.851,0,0.2025,0.1192
8,11,3,2026,4.0,20.0,25.0,9.951,20.462,37.024,1.0,0.176,0.59,1.981,0.637,0.0,0.0,0,0.2212,0.1329
9,11,3,2026,4.0,20.0,25.0,11.359,21.803,0.0,0.8033,0.0,0.259,1.58,1.839,0.0,0.0,1,0.2196,0.1403
10,11,3,2026,4.0,20.0,25.0,11.16,21.376,35.654,0.5788,0.342,2.16,1.006,2.824,0.0,0.0,1,0.2126,0.117
11,11,3,2026,4.0,20.0,25.0,10.915,21.613,45.844,0.3289,0.22,2.661,0.994,3.435,0.0,0.0,1,0.2199,0.1302
12,11,3,2026,4.0,20.0,25.0,10.911,21.463,89.531,0.1712,0.521,1.029,0.501,1.01,0.0,0.0,0,0.2114,0.1302
13,11,3,2026,4.0,20.0,25.0,12.05,22.055,102.613,0.1152,0.796,1.11,0.729,1.043,0.0,0.0,0,0.2138,0.1316
14,11,3,2026,4.0,20.0,25.0,12.741,22.212,265.188,0.3351,1.61,1.212,0.459,0.061,0.0,0.0,0,0.2196,0.136
15,11,3,2026,4.0,20.0,25.0,13.119,22.572,163.689,0.2253,0.933,0.1,1.148,0.316,0.0,0.0,0,0.2189,0.1264
16,11,3,2026,4.0,20.0,25.0,13.369,22.194,239.13,0.2455,1.237,1.567,0.542,0.872,0.0,0.0,0,0.2175,0.1299
17,11,3,2026,4.0,20.0,25.0,14.21,21.771,315.396,0.6809,1.896,1.654,1.038,0.795,0.0,0.0,0,0.2177,0.1283
18,11,3,2026,4.0,20.0,25.0,12.848,21.779,131.688,0.8859,0.781,1.589,1.389,2.196,0.0,0.0,1,0.179,0.1139
19,11,3,2026,4.0,20.0,25.0,11.452,21.081,24.07,0.761,0.082,1.681,1.589,3.188,0.0,0.0,1,0.1772,0.1056
20,11,3,2026,4.0,20.0,25.0,11.876,20.606,35.992,0.6522,0.309,1.61,1.41,2.712,0.0,0.0,1,0.1575,0.0946
21,11,3,2026,4.0,20.0,25.0,9.492,21.208,73.362,0.5331,0.311,0.1,1.201,0.99,0.0,0.0,0,0.1619,0.0981
22,11,3,2026,4.0,20.0,25.0,8.102,20.63,0.0,0.4415,0.0,0.102,1.013,1.116,0.0,0.0,0,0.1841,0.1039
23,11,3,2026,4.0,20.0,25.0,8.756,20.302,0.0,0.2095,0.0,2.438,0.295,2.733,0.0,0.0,1,0.1851,0.1137
