heure,jour,mois,annee,tfrigo,Tmin,Tmax,Tout_reel,Tin_reel,G,alpha_presence_reel,PV_reel,Pfixe,Pflex_reel,Pin,Pgo,Ebat,S,Cbuy_reel,Csell_reel
0,1,3,2026,4.0,20.0,25.0,8.371,19.04,21.904,0.1095,0.136,0.1,0.713,0.0,0.0,5.287,0,0.1674,0.1032
1,1,3,2026,4.0,20.0,25.0,8.475,19.749,0.0,0.0386,0.0,0.1,0.086,0.0,0.0,5.091,0,0.1458,0.086
2,1,3,2026,4.0,20.0,25.0,7.09,20.177,0.0,0.1578,0.0,0.1,0.508,0.0,0.0,4.451,0,0.1601,0.1002
3,1,3,2026,4.0,20.0,25.0,6.664,19.861,22.42,0.0401,0.213,0.1,0.003,0.0,0.0,4.555,0,0.1756,0.1087
4,1,3,2026,4.0,20.0,25.0,5.206,19.98,0.0,0.0,0.0,0.1,0.088,0.0,0.0,4.357,0,0.1951,0.1093
5,1,3,2026,4.0,20.0,25.0,6.98,19.47,11.761,0.1916,0.0,0.1,0.39,0.0,0.0,3.841,0,0.2377,0.1429
6,1,3,2026,4.0,20.0,25.0,5.912,21.079,0.0,0.3402,0.105,0.209,0.499,0.0,0.0,3.207,0,0.2266,0.129
7,1,3,2026,4.0,20.0,25.0,5.344,20.701,0.0,0.6991,0.099,0.1,1.286,0.0,0.0,1.851,0,0.2025,0.1192
8,1,3,2026,4.0,20.0,25.0,4.451,20.462,37.324,1.0,0.177,0.882,1.981,0.927,0.0,0.0,0,0.2212,0.1329
9,1,3,2026,4.0,20.0,25.0,5.959,21.803,0.0,0.8033,0.0,0.703,1.58,2.283,0.0,0.0,1,0.2196,0.1403
10,1,3,2026,4.0,20.0,25.0,7.56,21.376,73.954,0.5788,0.572,0.73,1.006,1.164,0.0,0.0,0,0.2126,0.117
11,1,3,2026,4.0,20.0,25.0,8.615,21.613,286.144,0.3289,1.662,1.777,0.994,1.109,0.0,0.0,0,0.2199,0.1302
12,1,3,2026,4.0,20.0,25.0,10.311,21.463,430.831,0.1712,2.569,1.281,0.501,0.0,0.0,0.747,0,0.2114,0.1302
13,1,3,2026,4.0,20.0,25.0,11.85,22.055,419.813,0.1152,2.699,1.371,0.729,0.0,0.0,1.316,0,0.2138,0.1316
14,1,3,2026,4.0,20.0,25.0,12.041,22.212,323.188,0.3351,1.958,1.425,0.459,0.0,0.0,1.386,0,0.2196,0.136
15,1,3,2026,4.0,20.0,25.0,13.119,22.572,308.989,0.2253,1.804,0.1,1.148,0.0,0.0,1.914,0,0.2189,0.1264
16,1,3,2026,4.0,20.0,25.0,13.269,22.194,246.83,0.2455,1.283,1.56,0.542,0.0,0.0,1.052,0,0.2175,0.1299
17,1,3,2026,4.0,20.0,25.0,13.91,21.771,229.196,0.6809,1.379,1.651,1.038,0.31,0.0,0.0,0,0.2177,0.1283
18,1,3,2026,4.0,20.0,25.0,12.648,21.779,72.688,0.8859,0.427,1.787,1.389,2.748,0.0,0.0,1,0.224,0.1409
19,1,3,2026,4.0,20.0,25.0,12.252,21.081,6.37,0.761,0.0,1.962,1.589,3.552,0.0,0.0,1,0.1772,0.1056
20,1,3,2026,4.0,20.0,25.0,12.676,20.606,35.992,0.6522,0.309,1.938,1.41,3.04,0.0,0.0,1,0.1575,0.0946
21,1,3,2026,4.0,20.0,25.0,10.192,21.208,73.362,0.5331,0.311,0.1,1.201,0.99,0.0,0.0,0,0.1619,0.0981
22,1,3,2026,4.0,20.0,25.0,8.902,20.63,0.0,0.4415,0.0,0.197,1.013,1.211,0.0,0.0,0,0.1841,0.1039
23,1,3,2026,4.0,20.0,25.0,9.556,20.302,0.0,0.2095,0.0,2.906,0.295,3.201,0.0,0.0,1,0.1851,0.1137
